Sexo;Tipo de empleo buscado;Grupos de edad (años);Periodo;Total
ambos sexos;de jornada parcial únicamente;de 40 a 44;1991TII;8,3
ambos sexos;de jornada parcial únicamente;de 40 a 44;1991TI;8
ambos sexos;de jornada parcial únicamente;de 40 a 44;1990TIV;6,5
ambos sexos;de jornada parcial únicamente;de 40 a 44;1990TIII;6,2
ambos sexos;de jornada parcial únicamente;de 40 a 44;1990TII;7,5
ambos sexos;de jornada parcial únicamente;de 40 a 44;1990TI;5,9
ambos sexos;de jornada parcial únicamente;de 40 a 44;1989TIV;5,6
ambos sexos;de jornada parcial únicamente;de 40 a 44;1989TIII;3,5
ambos sexos;de jornada parcial únicamente;de 40 a 44;1989TII;5,1
ambos sexos;de jornada parcial únicamente;de 40 a 44;1989TI;5
ambos sexos;de jornada parcial únicamente;de 40 a 44;1988TIV;4,7
ambos sexos;de jornada parcial únicamente;de 40 a 44;1988TIII;6,5
ambos sexos;de jornada parcial únicamente;de 40 a 44;1988TII;9,7
ambos sexos;de jornada parcial únicamente;de 40 a 44;1988TI;6,1
ambos sexos;de jornada parcial únicamente;de 40 a 44;1987TIV;7,4
ambos sexos;de jornada parcial únicamente;de 40 a 44;1987TIII;7,2
ambos sexos;de jornada parcial únicamente;de 40 a 44;1987TII;10,1
ambos sexos;de jornada parcial únicamente;de 45 a 49;1995TIV;5,7
ambos sexos;de jornada parcial únicamente;de 45 a 49;1995TIII;3,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1995TII;5,8
ambos sexos;de jornada parcial únicamente;de 45 a 49;1995TI;3,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1994TIV;4,5
ambos sexos;de jornada parcial únicamente;de 45 a 49;1994TIII;5,2
ambos sexos;de jornada parcial únicamente;de 45 a 49;1994TII;5,8
ambos sexos;de jornada parcial únicamente;de 45 a 49;1994TI;6,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1993TIV;6,2
ambos sexos;de jornada parcial únicamente;de 45 a 49;1993TIII;6,2
ambos sexos;de jornada parcial únicamente;de 45 a 49;1993TII;8,1
ambos sexos;de jornada parcial únicamente;de 45 a 49;1993TI;8,8
ambos sexos;de jornada parcial únicamente;de 45 a 49;1992TIV;6
ambos sexos;de jornada parcial únicamente;de 45 a 49;1992TIII;4,6
ambos sexos;de jornada parcial únicamente;de 45 a 49;1992TII;5,4
ambos sexos;de jornada parcial únicamente;de 45 a 49;1992TI;3,9
ambos sexos;de jornada parcial únicamente;de 45 a 49;1991TIV;3,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1991TIII;2,7
ambos sexos;de jornada parcial únicamente;de 45 a 49;1991TII;3,2
ambos sexos;de jornada parcial únicamente;de 45 a 49;1991TI;2,9
ambos sexos;de jornada parcial únicamente;de 45 a 49;1990TIV;4,4
ambos sexos;de jornada parcial únicamente;de 45 a 49;1990TIII;4,9
ambos sexos;de jornada parcial únicamente;de 45 a 49;1990TII;4,6
ambos sexos;de jornada parcial únicamente;de 45 a 49;1990TI;4,1
ambos sexos;de jornada parcial únicamente;de 45 a 49;1989TIV;2,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1989TIII;3,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1989TII;2,5
ambos sexos;de jornada parcial únicamente;de 45 a 49;1989TI;4,3
ambos sexos;de jornada parcial únicamente;de 45 a 49;1988TIV;4,2
ambos sexos;de jornada parcial únicamente;de 45 a 49;1988TIII;3,7
ambos sexos;de jornada parcial únicamente;de 45 a 49;1988TII;3,6
ambos sexos;de jornada parcial únicamente;de 45 a 49;1988TI;3,5
ambos sexos;de jornada parcial únicamente;de 45 a 49;1987TIV;2,8
ambos sexos;de jornada parcial únicamente;de 45 a 49;1987TIII;3,6
ambos sexos;de jornada parcial únicamente;de 45 a 49;1987TII;6,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1995TIV;4,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1995TIII;4,7
ambos sexos;de jornada parcial únicamente;de 50 a 54;1995TII;3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1995TI;3,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1994TIV;3,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1994TIII;2,9
ambos sexos;de jornada parcial únicamente;de 50 a 54;1994TII;2,6
ambos sexos;de jornada parcial únicamente;de 50 a 54;1994TI;3,3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1993TIV;3,8
ambos sexos;de jornada parcial únicamente;de 50 a 54;1993TIII;4,3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1993TII;3,6
ambos sexos;de jornada parcial únicamente;de 50 a 54;1993TI;4,5
ambos sexos;de jornada parcial únicamente;de 50 a 54;1992TIV;3,9
ambos sexos;de jornada parcial únicamente;de 50 a 54;1992TIII;1,6
ambos sexos;de jornada parcial únicamente;de 50 a 54;1992TII;3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1992TI;2,5
ambos sexos;de jornada parcial únicamente;de 50 a 54;1991TIV;2,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1991TIII;3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1991TII;3,4
ambos sexos;de jornada parcial únicamente;de 50 a 54;1991TI;2,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1990TIV;2,5
ambos sexos;de jornada parcial únicamente;de 50 a 54;1990TIII;2,5
ambos sexos;de jornada parcial únicamente;de 50 a 54;1990TII;1,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1990TI;3,3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1989TIV;2,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1989TIII;3,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1989TII;3,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1989TI;2,4
ambos sexos;de jornada parcial únicamente;de 50 a 54;1988TIV;2,2
ambos sexos;de jornada parcial únicamente;de 50 a 54;1988TIII;3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1988TII;1,3
ambos sexos;de jornada parcial únicamente;de 50 a 54;1988TI;3,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1987TIV;3,7
ambos sexos;de jornada parcial únicamente;de 50 a 54;1987TIII;5,1
ambos sexos;de jornada parcial únicamente;de 50 a 54;1987TII;5,4
ambos sexos;de jornada parcial únicamente;de 55 a 59;1995TIV;1,3
ambos sexos;de jornada parcial únicamente;de 55 a 59;1995TIII;2,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1995TII;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1995TI;2,8
ambos sexos;de jornada parcial únicamente;de 55 a 59;1994TIV;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1994TIII;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1994TII;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1994TI;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1993TIV;1,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1993TIII;1,5
ambos sexos;de jornada parcial únicamente;de 55 a 59;1993TII;1,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1993TI;1,4
ambos sexos;de jornada parcial únicamente;de 55 a 59;1992TIV;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1992TIII;1,4
ambos sexos;de jornada parcial únicamente;de 55 a 59;1992TII;2
ambos sexos;de jornada parcial únicamente;de 55 a 59;1992TI;2,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1991TIV;1,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1991TIII;1,5
ambos sexos;de jornada parcial únicamente;de 55 a 59;1991TII;0,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1991TI;1,7
ambos sexos;de jornada parcial únicamente;de 55 a 59;1990TIV;1,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1990TIII;1,5
ambos sexos;de jornada parcial únicamente;de 55 a 59;1990TII;1,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1990TI;1,2
ambos sexos;de jornada parcial únicamente;de 55 a 59;1989TIV;2,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1989TIII;1,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1989TII;1,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1989TI;1,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1988TIV;2,1
ambos sexos;de jornada parcial únicamente;de 55 a 59;1988TIII;2,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1988TII;1,9
ambos sexos;de jornada parcial únicamente;de 55 a 59;1988TI;1,6
ambos sexos;de jornada parcial únicamente;de 55 a 59;1987TIV;1,7
ambos sexos;de jornada parcial únicamente;de 55 a 59;1987TIII;1,7
ambos sexos;de jornada parcial únicamente;de 55 a 59;1987TII;2,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1995TIV;0,7
ambos sexos;de jornada parcial únicamente;de 60 a 64;1995TIII;1,1
ambos sexos;de jornada parcial únicamente;de 60 a 64;1995TII;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1995TI;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1994TIV;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1994TIII;0
ambos sexos;de jornada parcial únicamente;de 60 a 64;1994TII;0,4
ambos sexos;de jornada parcial únicamente;de 60 a 64;1994TI;0,8
ambos sexos;de jornada parcial únicamente;de 60 a 64;1993TIV;0,2
ambos sexos;de jornada parcial únicamente;de 60 a 64;1993TIII;0
ambos sexos;de jornada parcial únicamente;de 60 a 64;1993TII;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1993TI;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1992TIV;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1992TIII;0,2
ambos sexos;de jornada parcial únicamente;de 60 a 64;1992TII;0,1
ambos sexos;de jornada parcial únicamente;de 60 a 64;1992TI;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1991TIV;0,2
ambos sexos;de jornada parcial únicamente;de 60 a 64;1991TIII;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1991TII;0,7
ambos sexos;de jornada parcial únicamente;de 60 a 64;1991TI;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1990TIV;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1990TIII;0,1
ambos sexos;de jornada parcial únicamente;de 60 a 64;1990TII;0,5
ambos sexos;de jornada parcial únicamente;de 60 a 64;1990TI;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1989TIV;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1989TIII;0,8
ambos sexos;de jornada parcial únicamente;de 60 a 64;1989TII;0,3
ambos sexos;de jornada parcial únicamente;de 60 a 64;1989TI;0,2
ambos sexos;de jornada parcial únicamente;de 60 a 64;1988TIV;0,6
ambos sexos;de jornada parcial únicamente;de 60 a 64;1988TIII;0,4
ambos sexos;de jornada parcial únicamente;de 60 a 64;1988TII;1
ambos sexos;de jornada parcial únicamente;de 60 a 64;1988TI;1,1
ambos sexos;de jornada parcial únicamente;de 60 a 64;1987TIV;0,8
ambos sexos;de jornada parcial únicamente;de 60 a 64;1987TIII;0,6
ambos sexos;de jornada parcial únicamente;de 60 a 64;1987TII;0,4
ambos sexos;de jornada parcial únicamente;de 65 a 69;1995TIV;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1995TIII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1995TII;0,1
ambos sexos;de jornada parcial únicamente;de 65 a 69;1995TI;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1994TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1994TIII;0,4
ambos sexos;de jornada parcial únicamente;de 65 a 69;1994TII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1994TI;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1993TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1993TIII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1993TII;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1993TI;0,1
ambos sexos;de jornada parcial únicamente;de 65 a 69;1992TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1992TIII;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1992TII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1992TI;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1991TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1991TIII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1991TII;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1991TI;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1990TIV;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1990TIII;0,2
ambos sexos;de jornada parcial únicamente;de 65 a 69;1990TII;0,4
ambos sexos;de jornada parcial únicamente;de 65 a 69;1990TI;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1989TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1989TIII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1989TII;0,1
ambos sexos;de jornada parcial únicamente;de 65 a 69;1989TI;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1988TIV;0,3
ambos sexos;de jornada parcial únicamente;de 65 a 69;1988TIII;0,3
ambos sexos;de jornada parcial únicamente;de 65 a 69;1988TII;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1988TI;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1987TIV;0
ambos sexos;de jornada parcial únicamente;de 65 a 69;1987TIII;0,5
ambos sexos;de jornada parcial únicamente;de 65 a 69;1987TII;0,5
ambos sexos;de jornada parcial únicamente;de 70 y más;1995TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1995TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1995TII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1995TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1994TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1994TIII;0,2
ambos sexos;de jornada parcial únicamente;de 70 y más;1994TII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1994TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1993TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1993TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1993TII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1993TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1992TIV;0,2
ambos sexos;de jornada parcial únicamente;de 70 y más;1992TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1992TII;0,1
ambos sexos;de jornada parcial únicamente;de 70 y más;1992TI;0,4
ambos sexos;de jornada parcial únicamente;de 70 y más;1991TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1991TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1991TII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1991TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1990TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1990TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1990TII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1990TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1989TIV;0,1
ambos sexos;de jornada parcial únicamente;de 70 y más;1989TIII;0,1
ambos sexos;de jornada parcial únicamente;de 70 y más;1989TII;0,3
ambos sexos;de jornada parcial únicamente;de 70 y más;1989TI;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1988TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1988TIII;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1988TII;0,1
ambos sexos;de jornada parcial únicamente;de 70 y más;1988TI;0,1
ambos sexos;de jornada parcial únicamente;de 70 y más;1987TIV;0
ambos sexos;de jornada parcial únicamente;de 70 y más;1987TIII;0,3
ambos sexos;de jornada parcial únicamente;de 70 y más;1987TII;0
ambos sexos;de cualquier tipo;total;1995TIV;2.247,7
ambos sexos;de cualquier tipo;total;1995TIII;2.240,9
ambos sexos;de cualquier tipo;total;1995TII;2.163,8
ambos sexos;de cualquier tipo;total;1995TI;2.130,8
ambos sexos;de cualquier tipo;total;1994TIV;2.329,1
ambos sexos;de cualquier tipo;total;1994TIII;2.309,2
ambos sexos;de cualquier tipo;total;1994TII;2.343,8
ambos sexos;de cualquier tipo;total;1994TI;2.390,3
ambos sexos;de cualquier tipo;total;1993TIV;2.277,5
ambos sexos;de cualquier tipo;total;1993TIII;2.086,3
ambos sexos;de cualquier tipo;total;1993TII;1.896,3
ambos sexos;de cualquier tipo;total;1993TI;1.822,8
ambos sexos;de cualquier tipo;total;1992TIV;1.669,2
ambos sexos;de cualquier tipo;total;1992TIII;1.512,4
ambos sexos;de cualquier tipo;total;1992TII;1.448,9
ambos sexos;de cualquier tipo;total;1992TI;1.358,4
ambos sexos;de cualquier tipo;total;1991TIV;1.330,6
ambos sexos;de cualquier tipo;total;1991TIII;1.293,9
ambos sexos;de cualquier tipo;total;1991TII;1.247,7
ambos sexos;de cualquier tipo;total;1991TI;1.265,1
ambos sexos;de cualquier tipo;total;1990TIV;1.254,5
ambos sexos;de cualquier tipo;total;1990TIII;1.198
ambos sexos;de cualquier tipo;total;1990TII;1.245,7
ambos sexos;de cualquier tipo;total;1990TI;1.276,9
ambos sexos;de cualquier tipo;total;1989TIV;1.314,3
ambos sexos;de cualquier tipo;total;1989TIII;1.190,7
ambos sexos;de cualquier tipo;total;1989TII;1.245,1
ambos sexos;de cualquier tipo;total;1989TI;1.332,5
ambos sexos;de cualquier tipo;total;1988TIV;1.370,7
ambos sexos;de cualquier tipo;total;1988TIII;1.364
ambos sexos;de cualquier tipo;total;1988TII;1.348,9
ambos sexos;de cualquier tipo;total;1988TI;1.387
ambos sexos;de cualquier tipo;total;1987TIV;1.312,4
ambos sexos;de cualquier tipo;total;1987TIII;1.236,6
ambos sexos;de cualquier tipo;total;1987TII;1.114,7
ambos sexos;de cualquier tipo;de 16 a 19;1995TIV;191,9
ambos sexos;de cualquier tipo;de 16 a 19;1995TIII;211,7
ambos sexos;de cualquier tipo;de 16 a 19;1995TII;194,1
ambos sexos;de cualquier tipo;de 16 a 19;1995TI;199,3
ambos sexos;de cualquier tipo;de 16 a 19;1994TIV;234,1
ambos sexos;de cualquier tipo;de 16 a 19;1994TIII;253,1
ambos sexos;de cualquier tipo;de 16 a 19;1994TII;241,2
ambos sexos;de cualquier tipo;de 16 a 19;1994TI;243,4
ambos sexos;de cualquier tipo;de 16 a 19;1993TIV;243,1
ambos sexos;de cualquier tipo;de 16 a 19;1993TIII;233,4
ambos sexos;de cualquier tipo;de 16 a 19;1993TII;208
ambos sexos;de cualquier tipo;de 16 a 19;1993TI;204,5
ambos sexos;de cualquier tipo;de 16 a 19;1992TIV;190,3
ambos sexos;de cualquier tipo;de 16 a 19;1992TIII;179,8
ambos sexos;de cualquier tipo;de 16 a 19;1992TII;157,4
ambos sexos;de cualquier tipo;de 16 a 19;1992TI;151,3
ambos sexos;de cualquier tipo;de 16 a 19;1991TIV;151,3
ambos sexos;de cualquier tipo;de 16 a 19;1991TIII;163,6
ambos sexos;de cualquier tipo;de 16 a 19;1991TII;154,6
ambos sexos;de cualquier tipo;de 16 a 19;1991TI;149,5
ambos sexos;de cualquier tipo;de 16 a 19;1990TIV;162
ambos sexos;de cualquier tipo;de 16 a 19;1990TIII;171,7
ambos sexos;de cualquier tipo;de 16 a 19;1990TII;168
ambos sexos;de cualquier tipo;de 16 a 19;1990TI;174,7
ambos sexos;de cualquier tipo;de 16 a 19;1989TIV;175,5
ambos sexos;de cualquier tipo;de 16 a 19;1989TIII;173,1
ambos sexos;de cualquier tipo;de 16 a 19;1989TII;177,6
ambos sexos;de cualquier tipo;de 16 a 19;1989TI;191,1
ambos sexos;de cualquier tipo;de 16 a 19;1988TIV;211,3
ambos sexos;de cualquier tipo;de 16 a 19;1988TIII;213,5
ambos sexos;de cualquier tipo;de 16 a 19;1988TII;223,3
ambos sexos;de cualquier tipo;de 16 a 19;1988TI;237,5
ambos sexos;de cualquier tipo;de 16 a 19;1987TIV;243,3
ambos sexos;de cualquier tipo;de 16 a 19;1987TIII;229,3
ambos sexos;de cualquier tipo;de 16 a 19;1987TII;211,6
ambos sexos;de cualquier tipo;de 20 a 24;1995TIV;497,9
ambos sexos;de cualquier tipo;de 20 a 24;1995TIII;509
